Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q07954	LRP1_HUMAN	reviewed	Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]	LRP1 A2MR APR	Homo sapiens (Human)	4544
Q14114	LRP8_HUMAN	reviewed	Low-density lipoprotein receptor-related protein 8 (LRP-8) (Apolipoprotein E receptor 2)	LRP8 APOER2	Homo sapiens (Human)	963
P07910	HNRPC_HUMAN	reviewed	Heterogeneous nuclear ribonucleoproteins C1/C2 (hnRNP C1/C2)	HNRNPC HNRPC	Homo sapiens (Human)	306
O95777	LSM8_HUMAN	reviewed	U6 snRNA-associated Sm-like protein LSm8	LSM8	Homo sapiens (Human)	96
P61626	LYSC_HUMAN	reviewed	Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)	LYZ LZM	Homo sapiens (Human)	148
Q6UWQ5	LYZL1_HUMAN	reviewed	Lysozyme-like protein 1 (EC 3.2.1.17)	LYZL1 LYC2 UNQ648/PRO1278	Homo sapiens (Human)	148
Q7Z4W2	LYZL2_HUMAN	reviewed	Lysozyme-like protein 2 (Lysozyme-2) (EC 3.2.1.17)	LYZL2	Homo sapiens (Human)	148
Q96QH8	LYZL5_HUMAN	reviewed	Sperm acrosome-associated protein 5 (EC 3.2.1.17) (Lysozyme-like protein 5) (Sperm-specific lysozyme-like protein X) (SLLP-X)	SPACA5 LYZL5 SPACA5A UNQ6288/PRO20753; SPACA5B	Homo sapiens (Human)	159
O75951	LYZL6_HUMAN	reviewed	Lysozyme-like protein 6 (EC 3.2.1.17)	LYZL6 LYC1 UNQ754/PRO1485	Homo sapiens (Human)	148
Q9BXT6	M10L1_HUMAN	reviewed	RNA helicase Mov10l1 (EC 3.6.4.13) (Moloney leukemia virus 10-like protein 1) (MOV10-like protein 1)	MOV10L1	Homo sapiens (Human)	1211
O43390	HNRPR_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein R (hnRNP R)	HNRNPR HNRPR	Homo sapiens (Human)	633
Q86XE5	HOGA1_HUMAN	reviewed	4-hydroxy-2-oxoglutarate aldolase, mitochondrial (EC 4.1.3.16) (Dihydrodipicolinate synthase-like) (DHDPS-like protein) (Probable 2-keto-4-hydroxyglutarate aldolase) (Probable KHG-aldolase) (Protein 569272)	HOGA1 C10orf65 DHDPSL	Homo sapiens (Human)	327
P07900	HS90A_HUMAN	reviewed	Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)	HSP90AA1 HSP90A HSPC1 HSPCA	Homo sapiens (Human)	732
P0DMV9	HS71B_HUMAN	reviewed	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2)	HSPA1B HSP72	Homo sapiens (Human)	641
Q2M3T9	HYAL4_HUMAN	reviewed	Hyaluronidase-4 (Hyal-4) (EC 3.2.1.35) (Chondroitin sulfate endo-beta-N-acetylgalactosaminidase) (Chondroitin sulfate hydrolase) (CSHY) (Hyaluronoglucosaminidase-4)	HYAL4	Homo sapiens (Human)	481
P08833	IBP1_HUMAN	reviewed	Insulin-like growth factor-binding protein 1 (IBP-1) (IGF-binding protein 1) (IGFBP-1) (Placental protein 12) (PP12)	IGFBP1 IBP1	Homo sapiens (Human)	259
Q13907	IDI1_HUMAN	reviewed	Isopentenyl-diphosphate Delta-isomerase 1 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 1) (IPP isomerase 1) (IPPI1)	IDI1	Homo sapiens (Human)	227
A6NK06	IRG1_HUMAN	reviewed	Cis-aconitate decarboxylase (CAD) (EC 4.1.1.6) (Aconitate decarboxylase) (Aconitate decarboxylase 1) (Cis-aconitic acid decarboxylase) (Immune-responsive gene 1 protein)	ACOD1 IRG1	Homo sapiens (Human)	481
O95633	FSTL3_HUMAN	reviewed	Follistatin-related protein 3 (Follistatin-like protein 3) (Follistatin-related gene protein)	FSTL3 FLRG UNQ674/PRO1308	Homo sapiens (Human)	263
Q12841	FSTL1_HUMAN	reviewed	Follistatin-related protein 1 (Follistatin-like protein 1)	FSTL1 FRP	Homo sapiens (Human)	308
P06744	G6PI_HUMAN	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36)	GPI	Homo sapiens (Human)	558
Q04446	GLGB_HUMAN	reviewed	1,4-alpha-glucan-branching enzyme (EC 2.4.1.18) (Brancher enzyme) (Glycogen-branching enzyme)	GBE1	Homo sapiens (Human)	702
P48060	GLIP1_HUMAN	reviewed	Glioma pathogenesis-related protein 1 (GliPR 1) (Protein RTVP-1)	GLIPR1 GLIPR RTVP1	Homo sapiens (Human)	266
O14756	H17B6_HUMAN	reviewed	17-beta-hydroxysteroid dehydrogenase type 6 (17-beta-HSD 6) (17-beta-HSD6) (EC 1.1.1.105) (EC 1.1.1.239) (EC 1.1.1.62) (3-alpha->beta-hydroxysteroid epimerase) (3-alpha->beta-HSE) (Oxidative 3-alpha hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 9C member 6)	HSD17B6 RODH SDR9C6	Homo sapiens (Human)	317
O60341	KDM1A_HUMAN	reviewed	Lysine-specific histone demethylase 1A (EC 1.-.-.-) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2)	KDM1A AOF2 KDM1 KIAA0601 LSD1	Homo sapiens (Human)	852
P62805	H4_HUMAN	reviewed	Histone H4	HIST1H4A H4/A H4FA; HIST1H4B H4/I H4FI; HIST1H4C H4/G H4FG; HIST1H4D H4/B H4FB; HIST1H4E H4/J H4FJ; HIST1H4F H4/C H4FC; HIST1H4H H4/H H4FH; HIST1H4I H4/M H4FM; HIST1H4J H4/E H4FE; HIST1H4K H4/D H4FD; HIST1H4L H4/K H4FK; HIST2H4A H4/N H4F2 H4FN HIST2H4; HIST2H4B H4/O H4FO; HIST4H4	Homo sapiens (Human)	103
Q9Y4D8	HECD4_HUMAN	reviewed	Probable E3 ubiquitin-protein ligase HECTD4 (EC 2.3.2.26) (HECT domain-containing protein 4) (HECT-type E3 ubiquitin transferase HECTD4)	HECTD4 C12orf51 KIAA0614	Homo sapiens (Human)	3996
O75715	GPX5_HUMAN	reviewed	Epididymal secretory glutathione peroxidase (EC 1.11.1.9) (Epididymis-specific glutathione peroxidase-like protein) (EGLP) (Glutathione peroxidase 5) (GPx-5) (GSHPx-5)	GPX5	Homo sapiens (Human)	221
Q9Y2T3	GUAD_HUMAN	reviewed	Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH) (p51-nedasin)	GDA KIAA1258	Homo sapiens (Human)	454
O75600	KBL_HUMAN	reviewed	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial (AKB ligase) (EC 2.3.1.29) (Aminoacetone synthase) (Glycine acetyltransferase)	GCAT KBL	Homo sapiens (Human)	419
Q99714	HCD2_HUMAN	reviewed	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-hydroxysteroid dehydrogenase 10) (17-beta-HSD 10) (EC 1.1.1.51) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH)	HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2	Homo sapiens (Human)	261
P11169	GTR3_HUMAN	reviewed	Solute carrier family 2, facilitated glucose transporter member 3 (Glucose transporter type 3, brain) (GLUT-3)	SLC2A3 GLUT3	Homo sapiens (Human)	496
B0YJ81	HACD1_HUMAN	reviewed	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 1) (HACD1) (Cementum-attachment protein) (CAP) (Protein-tyrosine phosphatase-like member A)	HACD1 PTPLA	Homo sapiens (Human)	288
Q9UJM8	HAOX1_HUMAN	reviewed	Hydroxyacid oxidase 1 (HAOX1) (EC 1.1.3.15) (Glycolate oxidase) (GOX)	HAO1 GOX1 HAOX1	Homo sapiens (Human)	370
Q16836	HCDH_HUMAN	reviewed	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)	HADH HAD HADHSC SCHAD	Homo sapiens (Human)	314
P07203	GPX1_HUMAN	reviewed	Glutathione peroxidase 1 (GPx-1) (GSHPx-1) (EC 1.11.1.9) (Cellular glutathione peroxidase)	GPX1	Homo sapiens (Human)	203
O75367	H2AY_HUMAN	reviewed	Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205)	H2AFY MACROH2A1	Homo sapiens (Human)	372
Q6Y1H2	HACD2_HUMAN	reviewed	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 2) (HACD2) (Protein-tyrosine phosphatase-like member B)	HACD2 PTPLB	Homo sapiens (Human)	254
P13196	HEM1_HUMAN	reviewed	5-aminolevulinate synthase, nonspecific, mitochondrial (ALAS-H) (EC 2.3.1.37) (5-aminolevulinic acid synthase 1) (Delta-ALA synthase 1) (Delta-aminolevulinate synthase 1)	ALAS1 ALAS3 ALASH OK/SW-cl.121	Homo sapiens (Human)	640
P11168	GTR2_HUMAN	reviewed	Solute carrier family 2, facilitated glucose transporter member 2 (Glucose transporter type 2, liver) (GLUT-2)	SLC2A2 GLUT2	Homo sapiens (Human)	524
P49915	GUAA_HUMAN	reviewed	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	GMPS	Homo sapiens (Human)	693
P68431	H31_HUMAN	reviewed	Histone H3.1 (Histone H3/a) (Histone H3/b) (Histone H3/c) (Histone H3/d) (Histone H3/f) (Histone H3/h) (Histone H3/i) (Histone H3/j) (Histone H3/k) (Histone H3/l)	HIST1H3A H3FA; HIST1H3B H3FL; HIST1H3C H3FC; HIST1H3D H3FB; HIST1H3E H3FD; HIST1H3F H3FI; HIST1H3G H3FH; HIST1H3H H3FK; HIST1H3I H3FF; HIST1H3J H3FJ	Homo sapiens (Human)	136
P84243	H33_HUMAN	reviewed	Histone H3.3	H3F3A H3.3A H3F3 PP781; H3F3B H3.3B	Homo sapiens (Human)	136
Q9P035	HACD3_HUMAN	reviewed	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 3) (HACD3) (Butyrate-induced protein 1) (B-ind1) (hB-ind1) (Protein-tyrosine phosphatase-like A domain-containing protein 1)	HACD3 BIND1 PTPLAD1	Homo sapiens (Human)	362
Q5T8I9	HENMT_HUMAN	reviewed	Small RNA 2'-O-methyltransferase (EC 2.1.1.n8) (HEN1 methyltransferase homolog 1)	HENMT1 C1orf59	Homo sapiens (Human)	393
Q5VWC8	HACD4_HUMAN	reviewed	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 4) (HACD4) (Protein-tyrosine phosphatase-like A domain-containing protein 2)	HACD4 PTPLAD2	Homo sapiens (Human)	232
P11166	GTR1_HUMAN	reviewed	Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)	SLC2A1 GLUT1	Homo sapiens (Human)	492
O00178	GTPB1_HUMAN	reviewed	GTP-binding protein 1 (G-protein 1) (GP-1) (GP1)	GTPBP1	Homo sapiens (Human)	669
Q00266	METK1_HUMAN	reviewed	S-adenosylmethionine synthase isoform type-1 (AdoMet synthase 1) (EC 2.5.1.6) (Methionine adenosyltransferase 1) (MAT 1) (Methionine adenosyltransferase I/III) (MAT-I/III)	MAT1A AMS1 MATA1	Homo sapiens (Human)	395
Q08431	MFGM_HUMAN	reviewed	Lactadherin (Breast epithelial antigen BA46) (HMFG) (MFGM) (Milk fat globule-EGF factor 8) (MFG-E8) (SED1) [Cleaved into: Lactadherin short form; Medin]	MFGE8	Homo sapiens (Human)	387
Q15738	NSDHL_HUMAN	reviewed	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170) (Protein H105e3)	NSDHL H105E3	Homo sapiens (Human)	373
Q9NZJ9	NUDT4_HUMAN	reviewed	Diphosphoinositol polyphosphate phosphohydrolase 2 (DIPP-2) (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 2) (Nucleoside diphosphate-linked moiety X motif 4) (Nudix motif 4)	NUDT4 DIPP2 KIAA0487 HDCMB47P	Homo sapiens (Human)	180
Q9UKK9	NUDT5_HUMAN	reviewed	ADP-sugar pyrophosphatase (EC 3.6.1.13) (8-oxo-dGDP phosphatase) (EC 3.6.1.58) (Nuclear ATP-synthesis protein NUDIX5) (EC 2.7.7.96) (Nucleoside diphosphate-linked moiety X motif 5) (Nudix motif 5) (hNUDT5) (YSA1H)	NUDT5 NUDIX5 HSPC115	Homo sapiens (Human)	219
P0C024	NUDT7_HUMAN	reviewed	Peroxisomal coenzyme A diphosphatase NUDT7 (EC 3.6.1.-) (Nucleoside diphosphate-linked moiety X motif 7) (Nudix motif 7)	NUDT7	Homo sapiens (Human)	238
Q9Y2E5	MA2B2_HUMAN	reviewed	Epididymis-specific alpha-mannosidase (EC 3.2.1.24) (Mannosidase alpha class 2B member 2)	MAN2B2 KIAA0935	Homo sapiens (Human)	1009
P49137	MAPK2_HUMAN	reviewed	MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1)	MAPKAPK2	Homo sapiens (Human)	400
P03956	MMP1_HUMAN	reviewed	Interstitial collagenase (EC 3.4.24.7) (Fibroblast collagenase) (Matrix metalloproteinase-1) (MMP-1) [Cleaved into: 22 kDa interstitial collagenase; 27 kDa interstitial collagenase]	MMP1 CLG	Homo sapiens (Human)	469
O95989	NUDT3_HUMAN	reviewed	Diphosphoinositol polyphosphate phosphohydrolase 1 (DIPP-1) (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 1) (EC 3.6.1.-) (Nucleoside diphosphate-linked moiety X motif 3) (Nudix motif 3)	NUDT3 DIPP DIPP1	Homo sapiens (Human)	172
Q9Y6R0	NUMBL_HUMAN	reviewed	Numb-like protein (Numb-related protein) (Numb-R)	NUMBL	Homo sapiens (Human)	609
Q96JY0	MAEL_HUMAN	reviewed	Protein maelstrom homolog	MAEL	Homo sapiens (Human)	434
Q8NFW8	NEUA_HUMAN	reviewed	N-acylneuraminate cytidylyltransferase (EC 2.7.7.43) (CMP-N-acetylneuraminic acid synthase) (CMP-NeuNAc synthase)	CMAS	Homo sapiens (Human)	434
Q9BYT8	NEUL_HUMAN	reviewed	Neurolysin, mitochondrial (EC 3.4.24.16) (Angiotensin-binding protein) (Microsomal endopeptidase) (MEP) (Mitochondrial oligopeptidase M) (Neurotensin endopeptidase)	NLN AGTBP KIAA1226	Homo sapiens (Human)	704
Q99519	NEUR1_HUMAN	reviewed	Sialidase-1 (EC 3.2.1.18) (Acetylneuraminyl hydrolase) (G9 sialidase) (Lysosomal sialidase) (N-acetyl-alpha-neuraminidase 1)	NEU1 NANH	Homo sapiens (Human)	415
Q9Y3R4	NEUR2_HUMAN	reviewed	Sialidase-2 (EC 3.2.1.18) (Cytosolic sialidase) (N-acetyl-alpha-neuraminidase 2)	NEU2	Homo sapiens (Human)	380
Q9UQ49	NEUR3_HUMAN	reviewed	Sialidase-3 (EC 3.2.1.18) (Ganglioside sialidase) (Membrane sialidase) (N-acetyl-alpha-neuraminidase 3)	NEU3	Homo sapiens (Human)	428
Q8WWR8	NEUR4_HUMAN	reviewed	Sialidase-4 (EC 3.2.1.18) (N-acetyl-alpha-neuraminidase 4)	NEU4 LP5125	Homo sapiens (Human)	484
Q14494	NF2L1_HUMAN	reviewed	Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) (Protein NRF1, p120 form) (Transcription factor 11) (TCF-11) [Cleaved into: Transcription factor NRF1 (Protein NRF1, p110 form)]	NFE2L1 HBZ17 NRF1 TCF11	Homo sapiens (Human)	772
P19838	NFKB1_HUMAN	reviewed	Nuclear factor NF-kappa-B p105 subunit (DNA-binding factor KBF1) (EBP-1) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]	NFKB1	Homo sapiens (Human)	968
P23368	MAOM_HUMAN	reviewed	NAD-dependent malic enzyme, mitochondrial (NAD-ME) (EC 1.1.1.38) (Malic enzyme 2)	ME2	Homo sapiens (Human)	584
P45983	MK08_HUMAN	reviewed	Mitogen-activated protein kinase 8 (MAP kinase 8) (MAPK 8) (EC 2.7.11.24) (JNK-46) (Stress-activated protein kinase 1c) (SAPK1c) (Stress-activated protein kinase JNK1) (c-Jun N-terminal kinase 1)	MAPK8 JNK1 PRKM8 SAPK1 SAPK1C	Homo sapiens (Human)	427
Q9Y4U1	MMAC_HUMAN	reviewed	Methylmalonic aciduria and homocystinuria type C protein (EC 1.16.1.-) (CblC) (Cyanocobalamin reductase (cyanide-eliminating))	MMACHC	Homo sapiens (Human)	282
Q02818	NUCB1_HUMAN	reviewed	Nucleobindin-1 (CALNUC)	NUCB1 NUC	Homo sapiens (Human)	461
Q8NFP7	NUD10_HUMAN	reviewed	Diphosphoinositol polyphosphate phosphohydrolase 3-alpha (DIPP-3-alpha) (DIPP3-alpha) (hDIPP3alpha) (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 3-alpha) (Diadenosine hexaphosphate hydrolase (AMP-forming)) (EC 3.6.1.60) (Nucleoside diphosphate-linked moiety X motif 10) (Nudix motif 10) (hAps2)	NUDT10 APS2 DIPP3A	Homo sapiens (Human)	164
P48163	MAOX_HUMAN	reviewed	NADP-dependent malic enzyme (NADP-ME) (EC 1.1.1.40) (Malic enzyme 1)	ME1	Homo sapiens (Human)	572
Q5VT66	MARC1_HUMAN	reviewed	Mitochondrial amidoxime-reducing component 1 (mARC1) (EC 1.-.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 1) (MOSC domain-containing protein 1) (Moco sulfurase C-terminal domain-containing protein 1)	MARC1 MOSC1	Homo sapiens (Human)	337
Q969Z3	MARC2_HUMAN	reviewed	Mitochondrial amidoxime reducing component 2 (mARC2) (EC 1.-.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 2) (MOSC domain-containing protein 2) (Moco sulfurase C-terminal domain-containing protein 2)	MARC2 MOSC2	Homo sapiens (Human)	335
P55083	MFAP4_HUMAN	reviewed	Microfibril-associated glycoprotein 4	MFAP4	Homo sapiens (Human)	255
P28482	MK01_HUMAN	reviewed	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	MAPK1 ERK2 PRKM1 PRKM2	Homo sapiens (Human)	360
Q13164	MK07_HUMAN	reviewed	Mitogen-activated protein kinase 7 (MAP kinase 7) (MAPK 7) (EC 2.7.11.24) (Big MAP kinase 1) (BMK-1) (Extracellular signal-regulated kinase 5) (ERK-5)	MAPK7 BMK1 ERK5 PRKM7	Homo sapiens (Human)	816
Q14165	MLEC_HUMAN	reviewed	Malectin	MLEC KIAA0152	Homo sapiens (Human)	292
Q9BYG3	MK67I_HUMAN	reviewed	MKI67 FHA domain-interacting nucleolar phosphoprotein (Nucleolar phosphoprotein Nopp34) (Nucleolar protein interacting with the FHA domain of pKI-67) (hNIFK)	NIFK MKI67IP NOPP34	Homo sapiens (Human)	293
Q96EY8	MMAB_HUMAN	reviewed	Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a,c-diamide adenosyltransferase) (Cobinamide/cobalamin adenosyltransferase) (Methylmalonic aciduria type B protein)	MMAB	Homo sapiens (Human)	250
P08253	MMP2_HUMAN	reviewed	72 kDa type IV collagenase (EC 3.4.24.24) (72 kDa gelatinase) (Gelatinase A) (Matrix metalloproteinase-2) (MMP-2) (TBE-1) [Cleaved into: PEX]	MMP2 CLG4A	Homo sapiens (Human)	660
Q9NTJ4	MA2C1_HUMAN	reviewed	Alpha-mannosidase 2C1 (EC 3.2.1.24) (Alpha mannosidase 6A8B) (Alpha-D-mannoside mannohydrolase) (Mannosidase alpha class 2C member 1)	MAN2C1 MANA MANA1	Homo sapiens (Human)	1040
Q9Y697	NFS1_HUMAN	reviewed	Cysteine desulfurase, mitochondrial (EC 2.8.1.7)	NFS1 NIFS HUSSY-08	Homo sapiens (Human)	457
Q96E22	NGBR_HUMAN	reviewed	Dehydrodolichyl diphosphate synthase complex subunit NUS1 (EC 2.5.1.87) (Cis-prenyltransferase subunit NgBR) (Nogo-B receptor) (NgBR) (Nuclear undecaprenyl pyrophosphate synthase 1 homolog)	NUS1 C6orf68 NGBR	Homo sapiens (Human)	293
P08473	NEP_HUMAN	reviewed	Neprilysin (EC 3.4.24.11) (Atriopeptidase) (Common acute lymphocytic leukemia antigen) (CALLA) (Enkephalinase) (Neutral endopeptidase 24.11) (NEP) (Neutral endopeptidase) (Skin fibroblast elastase) (SFE) (CD antigen CD10)	MME EPN	Homo sapiens (Human)	750
Q86U10	LPP60_HUMAN	reviewed	60 kDa lysophospholipase (EC 3.1.1.5) [Includes: L-asparaginase (EC 3.5.1.1) (L-asparagine amidohydrolase); Platelet-activating factor acetylhydrolase (PAF acetylhydrolase) (EC 3.1.1.47)]	ASPG C14orf76	Homo sapiens (Human)	573
Q9UM21	MGT4A_HUMAN	reviewed	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVa) (GlcNAc-T IVa) (GnT-IVa) (N-acetylglucosaminyltransferase IVa) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVa) [Cleaved into: Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A soluble form]	MGAT4A	Homo sapiens (Human)	535
Q9UGB7	MIOX_HUMAN	reviewed	Inositol oxygenase (EC 1.13.99.1) (Aldehyde reductase-like 6) (Kidney-specific protein 32) (Myo-inositol oxygenase) (MI oxygenase) (Renal-specific oxidoreductase)	MIOX ALDRL6 KSP32 RSOR	Homo sapiens (Human)	285
P27361	MK03_HUMAN	reviewed	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1)	MAPK3 ERK1 PRKM3	Homo sapiens (Human)	379
Q16539	MK14_HUMAN	reviewed	Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a)	MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A	Homo sapiens (Human)	360
Q99707	METH_HUMAN	reviewed	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Vitamin-B12 dependent methionine synthase) (MS)	MTR	Homo sapiens (Human)	1265
Q9H2D1	MFTC_HUMAN	reviewed	Mitochondrial folate transporter/carrier (Solute carrier family 25 member 32)	SLC25A32 MFT MFTC	Homo sapiens (Human)	315
P10620	MGST1_HUMAN	reviewed	Microsomal glutathione S-transferase 1 (Microsomal GST-1) (EC 2.5.1.18) (Microsomal GST-I)	MGST1 GST12 MGST	Homo sapiens (Human)	155
Q99797	MIPEP_HUMAN	reviewed	Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59)	MIPEP MIP	Homo sapiens (Human)	713
Q9H6V9	LDAH_HUMAN	reviewed	Lipid droplet-associated hydrolase (EC 3.1.1.-) (Lipid droplet-associated serine hydrolase) (hLDAH)	LDAH C2orf43	Homo sapiens (Human)	325
P07864	LDHC_HUMAN	reviewed	L-lactate dehydrogenase C chain (LDH-C) (EC 1.1.1.27) (Cancer/testis antigen 32) (CT32) (LDH testis subunit) (LDH-X)	LDHC LDH3 LDHX	Homo sapiens (Human)	332
Q5VYY2	LIPM_HUMAN	reviewed	Lipase member M (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 3)	LIPM LIPL3	Homo sapiens (Human)	423
Q92539	LPIN2_HUMAN	reviewed	Phosphatidate phosphatase LPIN2 (EC 3.1.3.4) (Lipin-2)	LPIN2 KIAA0249	Homo sapiens (Human)	896
Q99538	LGMN_HUMAN	reviewed	Legumain (EC 3.4.22.34) (Asparaginyl endopeptidase) (Protease, cysteine 1)	LGMN PRSC1	Homo sapiens (Human)	433
O43766	LIAS_HUMAN	reviewed	Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)	LIAS LAS HUSSY-01	Homo sapiens (Human)	372
P07098	LIPG_HUMAN	reviewed	Gastric triacylglycerol lipase (GL) (Gastric lipase) (EC 3.1.1.3)	LIPF	Homo sapiens (Human)	398
Q5VXI9	LIPN_HUMAN	reviewed	Lipase member N (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 4)	LIPN LIPL4	Homo sapiens (Human)	398
P06858	LIPL_HUMAN	reviewed	Lipoprotein lipase (LPL) (EC 3.1.1.34)	LPL LIPD	Homo sapiens (Human)	475
Q8N423	LIRB2_HUMAN	reviewed	Leukocyte immunoglobulin-like receptor subfamily B member 2 (LIR-2) (Leukocyte immunoglobulin-like receptor 2) (CD85 antigen-like family member D) (Immunoglobulin-like transcript 4) (ILT-4) (Monocyte/macrophage immunoglobulin-like receptor 10) (MIR-10) (CD antigen CD85d)	LILRB2 ILT4 LIR2 MIR10	Homo sapiens (Human)	598
Q9Y234	LIPT_HUMAN	reviewed	Lipoyltransferase 1, mitochondrial (EC 2.3.1.-) (Lipoate biosynthesis protein) (Lipoate-protein ligase) (Lipoyl ligase)	LIPT1	Homo sapiens (Human)	373
